,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
0,"Kimberley Abbott, Customer Innovation & Strategic Growth Developer, Thales UK","Dr Nadia Abdul-Karim, Lecturer, Cranfield Forensics Institute, Cranfield University","Lucy Ackland, Senior Development Engineer, Renishaw plc","Pavlina Akritas, Associate, Arup","Maela Baker, Civil Engineer, Pick Everard","Camilla  Barrow, Deputy Project Manager, Bechtel Ltd","Chloe Branston, Advanced Apprentice (CAD Designer), Cavendish Nuclear","Victoria Brown, Maintenance Apprentice Coordinator, EDF Energy","Kerrine Bryan, Chartered Electrical Engineer / Author, Butterfly Books Limited","Abi Bush, Technical Advisor, Field Ready","Angela Carr, Mechanical Engineer, EDF Energy","Kim Cave-Ayland, Control Engineer, UK Atomic Energy Authority","Helena Conceicao, Senior Project Manager, Carillion","Sophie Dent, Systems Engineer Graduate, BAE Systems - Submarines","Priyanka Dhopade, Senior Research Associate, Department of Engineering Science, University of Oxford","Frances Dixon, Construction Manager, Colas Ltd.","Louise Ellis, Senior Engineer, Ove Arup and Partners Ltd","Ozak Esu, Electrical Engineer, Cundall","Lidia Galdino, Research Associate, University College London","Claire Gott, Design Manager and UK Head of Corporate Social Responsibility, WSP","Louise Hall, Commercial Services Manager, Environment Agency","Nikita Hari, Doctoral Scholar & Social Tech Entrepreneur, University of Cambridge","Sophie Harker, Aerodynamics and Performance Engineer, BAE Systems","Gemma Holmes, Site Manager, JN Bentley Ltd","Jodie Howlett, Product Definition Engineer (Year in Industry Student), Rolls-Royce","Abbie Hutty, Lead Spacecraft Structures Engineer, ExoMars Rover, Airbus","Nada Issa, Intermediate Mechanical Engineer, ChapmanBDSP","Jessica Leigh Jones, Engineer, Sony","Lynsey Lennon, Performance Team Leader, Scottish Water","Nan Li, Lecturer, Imperial College London","Eva Linnell, Senior Engineer, Atkins","Susan McDonald, Senior Consultant in Infrastructure & Capital Projects, Deloitte","Orla Murphy, Forward Model Quality Engineer, Jaguar Land Rover","Áine Ní Bhreasail, Geotechnical Engineer, Arup","Kimberley Norris, Systems Engineer, Leonardo MW Ltd","Hiteshree (Tesh) Patel, Software Manager, Dyson","Victoria Richardson, Structural / Bridge Engineer, Arup","Victoria Roots, Senior Systems Engineer, BAE Systems","Sharon Ross, Senior Cluster Engineer, Mars Petcare","Marie Sebban-Lee, Associate (Environmental), ChapmanBDSP","Lauren Shea, Arkwright Scholar/TeenTech Ambassador/A-level Student, Alton Convent School","Lara Small, Manufacturing Engineering Manager, Rolls-Royce & British Army Royal Engineers","Jennifer Stables, Senior Engineer, AECOM","Lorna Tasker, Head of Rehabilitation Engineering, Morriston Hospital, Swansea","Samantha Thompson, Project Engineer, Dooson Babcock","Katy Toms, Infrastructure Engineer, AECOM","Elizabeth Waterman, Senior Engineer, PDL Solutions (Europe) Limited","Simone Weber, Technical Project Manager at Airbus Helicopters UK and Researcher at Cranfield University","Dr Catrin Ffion Williams, Ser Cymru Research Fellow, Cardiff University School of Engineering (High Frequency)","Amy Wright, Senior Site Engineer, Farrans"
