,changed,failed,instance_ids,instances,tagged_instances
0,True,False,['i-02705a18317c8492c'],"[{'ami_launch_index': '0', 'architecture': 'x86_64', 'block_device_mapping': {'/dev/sda1': {'delete_on_termination': True, 'status': 'attached', 'volume_id': 'vol-016f61c714f892357'}}, 'dns_name': 'ec2-35-183-30-81.ca-central-1.compute.amazonaws.com', 'ebs_optimized': False, 'groups': {'sg-0ae384389282b35dd': 'launch-wizard-7'}, 'hypervisor': 'xen', 'id': 'i-02705a18317c8492c', 'image_id': 'ami-49f0762d', 'instance_type': 't2.micro', 'kernel': None, 'key_name': 'ansible', 'launch_time': '2018-09-06T16:19:08.000Z', 'placement': 'ca-central-1b', 'private_dns_name': 'ip-172-31-15-195.ca-central-1.compute.internal', 'private_ip': '172.31.15.195', 'public_dns_name': 'ec2-35-183-30-81.ca-central-1.compute.amazonaws.com', 'public_ip': '35.183.30.81', 'ramdisk': None, 'region': 'ca-central-1', 'root_device_name': '/dev/sda1', 'root_device_type': 'ebs', 'state': 'running', 'state_code': 16, 'tags': {}, 'tenancy': 'default', 'virtualization_type': 'hvm'}]",[]
